Location,Name,ID,,Health,,Phys Def | Dmg Neg,,Strike Def | Dmg Neg,,Slash Def | Dmg Neg,,Pierce Def | Dmg Neg,,Magic Def | Dmg Neg,,Fire Def | Dmg Neg,,Ltng Def | Dmg Neg,,Holy Def | Dmg Neg,,,Poison Resist,Rot Resist,Bleed Resist,Frost Resist,Sleep Resist,Madness Resist,Death Resist,,Bleed Dmg Taken,Frost Dmg Taken,Sleep Dmg Taken,Madness Dmg Taken,,Poise,,Part 1 Dmg Mult,Part 2 Dmg Mult,Part 3 Dmg Mult,Part 4 Dmg Mult,Part 5 Dmg Mult,Part 6 Dmg Mult,Part 7 Dmg Mult,Part 8 Dmg Mult,"""Weak Parts"" Dmg Mult"
Ainsel River,Nox Swordstress,33001062,,1398,,114,0,114,0,114,-10,114,0,114,20,114,0,114,0,114,-20,,337,337,337,337,245,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Onyx Lord,36000062,,3114,,114,10,114,10,114,10,114,10,114,20,114,20,114,20,114,20,,337,337,337,Immune,245,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33200062,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33200162,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33200262,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33201062,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33202062,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,-100,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,33202262,,457,,114,35,114,35,114,35,114,35,114,20,114,40,114,-100,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear,523680062,,5802,,114,0,114,0,114,0,114,0,114,0,114,0,114,-25,114,0,,110,110,110,110,1104,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear Boulder,33300662,,2277,,114,35,114,10,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear Boulder,33300762,,2277,,114,35,114,10,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Silver Tear Boulder,33300862,,2277,,114,35,114,10,114,35,114,35,114,20,114,40,114,0,114,20,,Immune,Immune,Immune,552,Immune,Immune,Immune,,1,1,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Snail,41400062,,519,,114,-10,114,-10,114,-40,114,-10,114,-20,114,-20,114,-20,114,-20,,184,184,184,138,138,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Starcaller,43800062,,668,,114,-10,114,-10,114,-10,114,-10,114,0,114,0,114,0,114,0,,138,138,184,184,245,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Stone Teardrop Scarab,41915062,,635,,114,10,114,10,114,35,114,35,114,40,114,40,114,40,114,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Ainsel River,Ulcerated Tree Spirit,46400162,,11191,,114,0,114,0,114,0,114,0,114,20,114,-20,114,20,114,40,,1188,1188,552,245,Immune,Immune,Immune,,1,1,1,1,,120,,1.5,1,1,1,1,1,1,1,1.5
Ainsel River - Boss,"Astel, Naturalborn of the Void [Boss]",46200062,,11170,,114,10,114,10,114,10,114,10,114,40,114,40,114,40,114,40,,552,552,552,Immune,Immune,Immune,Immune,,0.7,1,1,1,,120,,1.2,0.8,0.8,0.6,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Ancient Dragon Lansseax [Boss],45102030,,9087,,115,35,115,35,115,35,115,10,115,40,115,40,115,80,115,40,,556,556,556,556,Immune,Immune,Immune,,0.7,0.7,1,1,,120,,2,1,1,1,1,1,1,1,2
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Ash Teardrop Scarab,41912030,,413,,110,10,110,10,110,35,110,35,110,40,110,40,110,40,110,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Grey Wolf,40700030,,209,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-40,110,-20,110,-20,,179,179,179,329,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Jellyfish,41800030,,599,,110,0,110,35,110,0,110,0,110,20,110,20,110,-20,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Omen Monstrosity (Axe),21401030,,2424,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Omen Monstrosity (Curved Sword),21400030,,2424,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Abandoned Coffin, Ruin-Strewn Precipice Exit",Turtle,60900030,,378,,100,35,100,0,100,35,100,0,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,2,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Demi-Human Shaman,41109030,,1610,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Giant Ballista,81010030,,1825,,110,0,110,-10,110,10,110,10,110,0,110,-20,110,0,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43730530,,395,,110,0,110,0,110,0,110,-10,110,0,110,0,110,20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43731530,,395,,110,0,110,0,110,0,110,-10,110,0,110,0,110,20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Foot Soldier,43734030,,292,,110,0,110,0,110,0,110,-10,110,0,110,0,110,20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Knight,43531130,,1548,,110,10,110,10,110,35,110,0,110,20,110,20,110,40,110,20,,239,239,329,329,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Knight's Horse,43630030,,1204,,110,0,110,0,110,-10,110,0,110,0,110,0,110,20,110,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Soldier,43131030,,516,,110,0,110,0,110,10,110,-10,110,0,110,0,110,0,110,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Leyndell Soldier,43131130,,516,,110,0,110,0,110,10,110,-10,110,0,110,0,110,0,110,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Mad Pumpkin Head (Hammer),43401130,,1564,,110,0,110,10,110,-10,110,0,110,0,110,0,110,-20,110,0,,239,239,179,179,329,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,0.2
Altus Plateau - Altus Highway Junction,Night's Cavalry (Flail) [Boss],31501030,,3725,,113,35,113,35,113,35,113,10,113,40,113,40,113,20,113,40,,334,334,548,548,Immune,Immune,Immune,,0.7,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Night's Cavalry Horse,31600030,,4032,,113,10,113,10,113,0,113,10,113,20,113,20,113,20,113,20,,334,334,334,334,Immune,Immune,Immune,,0.7,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Omen Monstrosity (Axe),21401930,,2424,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Omen Monstrosity (Curved Sword),21400930,,2424,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,20,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Wandering Noble,43000030,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Wandering Noble,43002030,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Altus Highway Junction,Wandering Noble,43005030,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Boar,60501030,,82,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Giant Living Mass,41710430,,5088,,110,35,110,35,110,35,110,35,110,20,110,0,110,20,110,20,,539,539,134,239,Immune,Immune,Immune,,1,1,1,1,,180,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Large Rotten Dog,41640830,,908,,110,-10,110,-10,110,-40,110,-10,110,-20,110,0,110,-20,110,-20,,179,179,134,239,329,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Lesser Wormface,45700030,,1669,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,40,,329,329,329,329,329,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Rotten Dog,41650830,,435,,110,-10,110,-10,110,-40,110,-10,110,-20,110,0,110,-20,110,-20,,179,179,134,239,329,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Sanguine Noble [Boss],35500930,,3128,,110,0,110,0,110,-10,110,0,110,20,110,40,110,20,110,20,,239,239,179,239,329,Immune,Immune,,0.7,0.7,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Slug (Thick Antenna),40402030,,282,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-40,110,-20,,134,134,134,134,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Small Living Mass,41700130,,739,,110,80,110,80,110,80,110,80,110,40,110,-40,110,40,110,40,,539,539,239,239,Immune,Immune,Immune,,1,1,1,1,,120,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Bower of Bounty, Writheblood Ruins",Stone Teardrop Scarab,41915030,,413,,110,10,110,10,110,35,110,35,110,40,110,40,110,40,110,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - East Windmill Village, Highway Lookout Tower",Leyndell Soldier,43131330,,516,,110,0,110,0,110,10,110,-10,110,0,110,0,110,0,110,20,,179,179,239,239,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Ash Teardrop Scarab,41912230,,110,,110,10,110,10,110,35,110,35,110,40,110,40,110,40,110,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41000030,,319,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41001030,,319,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human,41002030,,319,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Beastman,41200030,,1435,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,239,239,179,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Queen [Boss],41301030,,3284,,110,0,110,0,110,-10,110,0,110,0,110,-20,110,0,110,0,,179,179,239,239,239,Immune,Immune,,0.7,0.7,0.7,1,,80,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Demi-Human Shaman,41100030,,228,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Large Demi-Human,41010030,,626,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-20,110,-20,110,-20,,179,179,179,239,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Leyndell Foot Soldier,43732530,,395,,110,0,110,0,110,0,110,-10,110,0,110,0,110,20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Millicent,523480030,,3758,,110,0,110,0,110,0,110,0,110,0,110,0,110,-25,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Rya the Scout,523130030,,3758,,110,0,110,0,110,0,110,0,110,0,110,0,110,-25,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Wandering Noble,43006030,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Erdtree-Gazing Hill, Lux Ruins",Wandering Noble,43006230,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Black Knife Assassin [Boss],21000830,,5413,,113,10,113,10,113,10,113,35,113,20,113,20,113,20,113,40,,Immune,Immune,Immune,334,Immune,Immune,Immune,,1,0.7,1,1,,80,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Finger Reader Crone,21601030,,2424,,110,0,110,0,110,0,110,0,110,0,110,-20,110,0,110,0,,239,239,239,239,Immune,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Nomadic Merchant,32002030,,3446,,110,-10,110,0,110,-10,110,-10,110,0,110,0,110,0,110,0,,239,239,239,329,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Scribe Corhyn,523510030,,3758,,110,0,110,0,110,0,110,0,110,0,110,0,110,-25,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",Small Land Octopus,42300830,,309,,110,0,110,10,110,0,110,0,110,-20,110,-20,110,-40,110,-20,,179,179,179,42,134,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Forest-Spanning Greatbridge, St. Trina's Hideaway, Sainted Hero's Grave Entrance",White Wolf,40710030,,1099,,110,-10,110,-10,110,-40,110,-10,110,-20,110,-40,110,-20,110,-20,,179,179,179,329,179,Immune,Immune,,1,1,1,1,,50,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Deer,60100030,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Godefroy the Grafted [Boss],47500030,,12419,,113,0,113,0,113,0,113,0,113,20,113,20,113,20,113,40,,334,334,334,334,334,Immune,Immune,,0.7,0.7,1,1,,105,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Lookout Stone,44300030,,467,,110,35,110,10,110,35,110,35,110,40,110,40,110,40,110,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,2
Altus Plateau - Golden Lineage Evergaol,Vulgar Militia,43210030,,411,,110,0,110,0,110,0,110,-10,110,0,110,0,110,-20,110,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Vulgar Militia,43211030,,411,,110,0,110,0,110,0,110,-10,110,0,110,0,110,-20,110,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Winged Misbegotten,34501030,,516,,110,0,110,0,110,0,110,0,110,0,110,-20,110,0,110,0,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Golden Lineage Evergaol,Winged Misbegotten,34502030,,516,,110,0,110,0,110,0,110,0,110,0,110,-20,110,0,110,0,,239,239,239,239,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Boar,60500030,,82,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Lesser Wormface,45702030,,1669,,110,0,110,0,110,-10,110,0,110,0,110,0,110,0,110,40,,329,329,329,329,329,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,2
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Leyndell Foot Soldier,43730030,,395,,110,0,110,0,110,0,110,-10,110,0,110,0,110,20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Leyndell Soldier,43130332,,624,,111,0,111,0,111,10,111,-10,111,0,111,0,111,0,111,20,,181,181,241,241,241,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Mad Pumpkin Head (Hammer),43401030,,1564,,110,0,110,10,110,-10,110,0,110,0,110,0,110,-20,110,0,,239,239,179,179,329,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,0.2
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Rileigh the Idle,523460030,,5222,,113,0,113,0,113,0,113,0,113,0,113,0,113,-25,113,0,,109,109,109,109,1095,0,999,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Vulgar Militia,43212030,,411,,110,0,110,0,110,0,110,-10,110,0,110,0,110,-20,110,0,,Immune,179,239,179,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Wandering Noble,43004130,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Mirage Rise; Mt. Gelmir - Bridge of Iniquity,Wandering Noble,43006630,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,134,134,179,179,179,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Giant Miranda Sprout,44800330,,5212,,110,0,110,35,110,-40,110,0,110,0,110,-40,110,40,110,40,,1159,539,539,134,239,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Goat,60600030,,55,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Hawk,60010030,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44810330,,319,,110,-10,110,10,110,-40,110,-10,110,-20,110,-40,110,20,110,20,,1159,539,539,134,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44810830,,319,,110,-10,110,10,110,-40,110,-10,110,-20,110,-40,110,20,110,20,,1159,539,539,134,239,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Miranda Sprout,44811830,,319,,110,-10,110,10,110,-40,110,-10,110,-20,110,-40,110,20,110,20,,1159,539,539,134,239,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Omenkiller,48208030,,1153,,110,0,110,0,110,0,110,0,110,20,110,40,110,20,110,20,,539,539,239,239,179,Immune,Immune,,1,1,1,1,,75,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",Springhare,61000030,,27,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,-40,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Perfumer's Ruins, Unsightly Catacombs Entrance",White Veil Perfumer,37010830,,494,,110,0,110,10,110,0,110,0,110,40,110,40,110,40,110,0,,539,539,179,179,179,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Rampartside Path, Altus Tunnel Entrance",Goat,60603030,,82,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,20,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Rampartside Path, Altus Tunnel Entrance",Goat,60604030,,82,,100,-40,100,-40,100,-40,100,-40,100,-40,100,-100,100,20,100,-40,,63,63,63,63,63,Immune,Immune,,1,1,1,1,,-1,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Rampartside Path, Altus Tunnel Entrance",Leyndell Knight,43531030,,1548,,110,10,110,10,110,35,110,0,110,20,110,20,110,40,110,20,,239,239,329,329,239,Immune,Immune,,1,1,1,1,,65,,1,1,1,1,1,1,1,1,1.5
"Altus Plateau - Rampartside Path, Altus Tunnel Entrance",Wandering Noble,43007130,,228,,110,-10,110,-10,110,-10,110,-10,110,-20,110,-20,110,-20,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Road of Iniquity Side Path,Brother Corhyn,523510130,,3758,,110,0,110,0,110,0,110,0,110,0,110,0,110,-25,110,0,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,100,,1,1,1,1,1,1,1,1,1.5
Altus Plateau - Road of Iniquity Side Path,Incantation Teardrop Scarab,41914030,,413,,110,10,110,10,110,35,110,35,110,40,110,40,110,40,110,40,,Immune,Immune,Immune,Immune,Immune,Immune,Immune,,1,1,1,1,,30,,1,1,1,1,1,1,1,1,1.5
